contract_id,contract_title,full_contract_text,chapter_number,chapter_title,section_reference,category_derived_non_canonical,canonical_version,status
GP-120,Hypotesdriven anpassning,"Betydelsefulla förändringar ska ha en dokumenterad hypotes, ett förväntat resultat och ett uppföljningsfönster.",9,"Progression, återhämtning och anpassning",9.99 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-121,Begränsad samtidighet,GainPilot ska undvika att förändra flera centrala variabler samtidigt när det inte är nödvändigt.,9,"Progression, återhämtning och anpassning",9.99 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-122,Kontrollnivå och låsningar,Alla anpassningar ska följa användarens kontrollnivå och respektera låsta mål och plandelar.,9,"Progression, återhämtning och anpassning",9.99 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-123,Riskstyrd automatik,"Anpassningens riskklass ska avgöra graden av automatik, godkännande och uppföljning.",9,"Progression, återhämtning och anpassning",9.99 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-124,Förklarbar förändring,"Betydelsefulla anpassningar ska kunna förklaras genom observation, tolkning, förändring, förväntat resultat och osäkerhet.",9,"Progression, återhämtning och anpassning",9.99 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-125,Versionshanterad anpassning,"Program-, kost- och återhämtningsförändringar ska vara spårbara och återställningsbara.",9,"Progression, återhämtning och anpassning",9.99 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-126,Misslyckade hypoteser ska omprövas,GainPilot ska registrera när en anpassning inte skapar önskat resultat och ompröva den bakomliggande hypotesen.,9,"Progression, återhämtning och anpassning",9.99 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-127,Stabilitetsskydd,Systemet ska kunna begränsa överdriven förändringsfrekvens och införa stabilitetsperioder.,9,"Progression, återhämtning och anpassning",9.99 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-128,Professionella gränser,"GainPilot får inte diagnostisera sjukdom, skada, överträningssyndrom eller psykisk ohälsa.",9,"Progression, återhämtning och anpassning",9.99 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-129,Behörighetsstyrd Omnira-kontext,Atlas och Arnold får endast använda relevant Omnira-kontext genom Hermes och rätt behörighet.,9,"Progression, återhämtning och anpassning",9.99 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-130,Versionshanterade intelligensmodeller,"Progressions-, återhämtnings- och anpassningsmodeller ska versioneras och kunna revideras.",9,"Progression, återhämtning och anpassning",9.99 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-131,Testad anpassning,"Förändringar av canonical anpassningsregler ska genomgå enhets-, scenario-, säkerhets-, simulations- och regressionstestning.",9,"Progression, återhämtning och anpassning",9.99 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-132,Branchbaserad utveckling,"Förändringar av progressionsmotor, återhämtningsmodell och anpassningslogik ska ske på separat branch med tester, pull request, granskning och kontrollerad merge.",9,"Progression, återhämtning och anpassning",9.99 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-133,Övning som strukturerad kunskap,Varje canonical övning ska representeras genom en strukturerad och versionshanterad kunskapsmodell.,10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-134,Stabil canonical identitet,"Övningsidentitet ska vara stabil och separerad från språk, visningsnamn och externa leverantörsidentifierare.",10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-135,Varianter ska särskiljas,"Betydelsefulla skillnader i utrustning, teknik, rörelseomfång, belastning eller programmering ska kunna representeras som egna varianter.",10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-136,Programfunktion före substitution,Ett övningsbyte ska bedömas utifrån övningens funktion i det aktiva programmet.,10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-137,Orsak före alternativ,Substitutionsmotorn ska identifiera orsaken till bytet innan alternativ rangordnas.,10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-138,Hårda säkerhetsfilter,"Säkerhetsbegränsningar, blockerade övningar och saknad utrustning ska filtrera bort kandidater före mjuk rangordning.",10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-139,Villkorade relationer,"Progressioner, regressioner och substitutioner ska ha uttryckliga villkor, källa och kvalitetsstatus.",10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-140,Begränsat rekommendationsurval,Arnold ska normalt presentera ett litet antal relevanta alternativ i stället för en osorterad katalog.,10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-141,Förklarad kompromiss,När ett byte inte är fullständigt likvärdigt ska den viktiga kompromissen kommuniceras.,10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-142,Giltighet för substitution,"Varje övningsbyte ska kunna klassificeras som tillfälligt, tidsbegränsat, blockbaserat eller permanent.",10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-143,Programkonsekvensanalys,Ett övningsbyte ska analyseras i relation till resten av passet och programmet.,10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-144,Separat prestationshistorik,Resultat från betydelsefullt olika övningsvarianter ska lagras separat även när övningarna är relaterade.,10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-145,Canonical mediekoppling,"Övningsmedia ska kopplas genom canonical övningsidentitet och ha licens, version och granskningsstatus.",10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-146,Teknisk mediegranskning,"AI-genererat, retargetat och externt övningsmaterial ska granskas innan produktionsanvändning.",10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-147,Privat användarinnehåll,Användarskapade övningar ska vara privata tills en separat canonical granskningsprocess har slutförts.,10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-148,Provenance,"Övningsdata och relationer ska ha känd källa, tidpunkt, säkerhetsnivå och granskningsstatus.",10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-149,Versionshanterad graf,"Övningsposter, relationer, media och säkerhetsnoteringar ska versioneras och kunna migreras kontrollerat.",10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-150,Behörighetsstyrd personlig rangordning,Personliga preferenser och historik får påverka rangordningen men aldrig kringgå säkerhets- och programregler.,10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-151,Observerbara substitutionsbeslut,"Det ska gå att spåra varför ett alternativ föreslogs, valdes eller avvisades.",10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-152,Branchbaserad grafutveckling,"Förändringar av canonical övningsgraf, substitutionsmotor och säkerhetsfilter ska ske på separat branch med tester, pull request, granskning och kontrollerad merge.",10,Övningsgrafen och substitutionsmotorn,10.100 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-153,Import är separat från aktivering,Externt material får inte bli aktiv plan enbart genom uppladdning eller extraktion.,11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-154,Originalet ska bevaras,"GainPilot ska skilja mellan originalinnehåll, extraktion, normalisering, användarkorrigering och GainPilot-anpassning.",11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-155,Provenance på fältnivå,"Betydelsefull importerad data ska kunna spåras till källa, tidpunkt och tolkningssteg.",11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-156,Rättighetsstyrd användning,"Privat tillgång till externt material får inte behandlas som obegränsad rätt till publicering, delning eller canonical återanvändning.",11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-157,Importläget ska vara uttryckligt,"GainPilot ska skilja mellan bevarande, analys, anpassning, konvertering och historikimport.",11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-158,Osäkerhet ska representeras,Extraherade och matchade fält ska kunna ha säkerhetsnivå och kräva bekräftelse när det behövs.,11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-159,Mellanformat före canonical data,Osäker extern data ska först lagras i ett styrt mellanformat och får inte skrivas direkt till den aktiva domänmodellen.,11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-160,Canonical matchning ska vara kontrollerad,"Övningar, aktiviteter och programkomponenter ska matchas genom exakt, synonym-, fuzzy- eller kontextbaserad metod med tydlig säkerhetsnivå.",11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-161,Okända poster ska förbli privata,Ej matchade övningar och komponenter ska vara privata tills separat canonical granskning har slutförts.,11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-162,Programkonflikter ska synliggöras,"Konflikter med användarens tid, utrustning, säkerhetsbegränsningar och mål får inte döljas eller lösas tyst.",11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-163,Original och anpassning ska versionssepareras,GainPilot-anpassningar av externa program ska skapas som separata versioner med tydlig diff.,11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-164,Programskaparens intention ska respekteras,GainPilot ska bevara källans struktur och regler när användaren inte uttryckligen har beviljat ändringsmandat.,11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-165,Extern progression får inte konkurrera dolt,Endast en uttryckligt vald progressionsmodell får operativt styra samma programkomponent.,11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-166,Komponentmandat,"Olika delar av användarens plan ska kunna ha olika källa, ägare och ändringsmandat.",11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-167,Strikt synkroniseringsriktning,"Läs-, skriv-, enkelriktad och tvåvägssynkronisering ska konfigureras separat och tydligt.",11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-168,Idempotent import,Samma källdata ska kunna importeras igen utan oavsiktliga dubbletter.,11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-169,Säker filhantering,Importerade filer ska valideras och bearbetas isolerat utan exekvering av inbäddad kod.,11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-170,Dataminimerad extraktion,GainPilot ska endast extrahera och lagra information som är relevant för importens definierade syfte.,11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-171,Användarbekräftelse före högriskaktivering,"Osäkra, säkerhetskritiska eller centrala programfält ska kräva bekräftelse före aktivering.",11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-172,Canonical data kräver separat governance,Ingen enskild privat eller extern import får direkt skapa global canonical kunskap.,11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-173,Spårbar programanalys,"Analyser av importerade program ska kunna kopplas till exakt källversion, canonical data och analysregel.",11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-174,Ingen hallucinerad komplettering,Saknade fält får inte fyllas av AI och presenteras som om de kom från originalkällan.,11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-175,Portabilitet,"Användaren ska kunna exportera sina egna resultat, programversioner och GainPilot-skapade data i ett begripligt format.",11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-176,Branchbaserad importutveckling,"Förändringar av importparser, normalisering, canonical matchning, rättighetsmodell och säkerhetsfilter ska ske på separat branch med tester, pull request, granskning och kontrollerad merge.",11,"Programimport, externa källor och canonical normalisering",11.136 ARKITEKTURKONTRAKT,security,v1.0,Canonical Review Candidate
GP-177,Strukturerat minne,"Viktiga användarminnen ska representeras som strukturerad, versionshanterad och styrd data.",12,"Minne, personalisering och kontinuerligt lärande",12.149 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-178,Isolerade minnesdomäner,"GainPilot, Arnold, Atlas och övriga Omnira-projekt ska använda separata minnesdomäner med explicit delning.",12,"Minne, personalisering och kontinuerligt lärande",12.149 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
