contract_id,contract_title,full_contract_text,chapter_number,chapter_title,section_reference,normative_term,category_derived_non_canonical,canonical_version,status
MI-02-035,Human authority before autonomy,"Atlas operativa ledarskap SKA existera inom ägarens godkända roadmap, budget och authority.",2,"Vision, produktomfattning och utvecklingsväg",2.11 Human authority before autonomy,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-036,Atlas som intern VD,Atlas KAN fatta strategiska och operativa beslut inom en godkänd roadmap.,2,"Vision, produktomfattning och utvecklingsväg",2.12 Atlas som intern VD,KAN,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-037,Atlas som intern VD,"Större ekonomiska, irreversibla eller grundläggande strategiska beslut SKA stanna hos ägaren eller behörig governancefunktion.",2,"Vision, produktomfattning och utvecklingsväg",2.12 Atlas som intern VD,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-038,Atlas som intern VD,"Atlas roll som intern VD FÅR INTE användas för att kringgå capability-, scope- eller approvalkrav.",2,"Vision, produktomfattning och utvecklingsväg",2.12 Atlas som intern VD,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-039,Personlig assistans och operativ projektledning,Personlig assistans och projektarbete SKA ha separata datagränser även när de visas i samma Atlas-gränssnitt.,2,"Vision, produktomfattning och utvecklingsväg",2.13 Personlig assistans och operativ projektledning,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-040,Personlig assistans och operativ projektledning,Privat information FÅR INTE bli projektdata enbart för att den bedöms användbar.,2,"Vision, produktomfattning och utvecklingsväg",2.13 Personlig assistans och operativ projektledning,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-041,Daglig produktupplevelse,"Den normala mobilupplevelsen SKA fokusera på användarens beslut och uppmärksamhetsbehov, inte på varje intern systemhändelse.",2,"Vision, produktomfattning och utvecklingsväg",2.14 Daglig produktupplevelse,SKA,device,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-042,Daglig produktupplevelse,Atlas SKA kunna dölja stabilt internt arbete från huvudvyn utan att ta bort audit eller spårbarhet.,2,"Vision, produktomfattning och utvecklingsväg",2.14 Daglig produktupplevelse,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-043,Daglig produktupplevelse,Teknisk detalj SKA vara tillgänglig men BÖR INTE dominera standardupplevelsen.,2,"Vision, produktomfattning och utvecklingsväg",2.14 Daglig produktupplevelse,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-044,Röst som framtida primärinteraktion,Röst SKA kunna vara ett fullvärdigt kontrollgränssnitt för tillåtna handlingar.,2,"Vision, produktomfattning och utvecklingsväg",2.15 Röst som framtida primärinteraktion,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-045,Röst som framtida primärinteraktion,Röstapproval FÅR INTE automatiskt sänka riskkraven för handlingen.,2,"Vision, produktomfattning och utvecklingsväg",2.15 Röst som framtida primärinteraktion,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-046,Röst som framtida primärinteraktion,När en uppgift kräver omfattande visuell analys SKA Atlas kunna förbereda arbetet och be användaren fortsätta på datorn.,2,"Vision, produktomfattning och utvecklingsväg",2.15 Röst som framtida primärinteraktion,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-047,Approval utan approval-brus,Approvaldesign SKA optimera både informerat samtycke och rimlig arbetsbelastning.,2,"Vision, produktomfattning och utvecklingsväg",2.16 Approval utan approval-brus,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-048,Approval utan approval-brus,Ett system FÅR INTE behandla ett snabbt rutinmässigt klick som tillräckligt bevis på förståelse när handlingen är högrisk eller irreversibel.,2,"Vision, produktomfattning och utvecklingsväg",2.16 Approval utan approval-brus,FÅR INTE,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-049,Approval utan approval-brus,Återkommande låg-riskapprovals BÖR omvandlas till tydliga mandat när användaren godkänner det.,2,"Vision, produktomfattning och utvecklingsväg",2.16 Approval utan approval-brus,BÖR,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-050,Säkerhet utan övervakningskänsla,"Säkerhet SKA bygga på begränsad och begriplig databehandling, inte maximal insamling.",2,"Vision, produktomfattning och utvecklingsväg",2.17 Säkerhet utan övervakningskänsla,SKA,security,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-051,Säkerhet utan övervakningskänsla,"En framtida användare SKA kunna använda grundläggande Omnira utan att aktivera kontinuerlig plats-, ljud- eller bildanalys.",2,"Vision, produktomfattning och utvecklingsväg",2.17 Säkerhet utan övervakningskänsla,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-052,Lokal rigg och molnkontinuitet,Privat rigg BÖR vara en viktig framtida exekveringsyta men FÅR INTE bli Omniras enda kritiska felpunkt.,2,"Vision, produktomfattning och utvecklingsväg",2.18 Lokal rigg och molnkontinuitet,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-053,Lokal rigg och molnkontinuitet,Känsliga lokala workloads FÅR INTE automatiskt flyttas till molnet för att undvika väntetid.,2,"Vision, produktomfattning och utvecklingsväg",2.18 Lokal rigg och molnkontinuitet,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-054,Lokal rigg och molnkontinuitet,"Provider- eller nodfallback SKA respektera befintliga data-, kostnads- och securitymandat.",2,"Vision, produktomfattning och utvecklingsväg",2.18 Lokal rigg och molnkontinuitet,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-055,Framtida privatpersoner,Privata användare SKA kunna välja strängare sekretess än den första ägarinstallationen.,2,"Vision, produktomfattning och utvecklingsväg",2.19 Framtida privatpersoner,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-056,Framtida privatpersoner,Känsliga funktioner SKA vara opt-in när deras aktivering kan uppfattas som övervakning.,2,"Vision, produktomfattning och utvecklingsväg",2.19 Framtida privatpersoner,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-057,Framtida företag,"Framtida företagsroller SKA bygga på samma grundläggande capability-, scope- och authoritymodell.",2,"Vision, produktomfattning och utvecklingsväg",2.20 Framtida företag,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-058,Framtida företag,En vanlig administratör FÅR INTE automatiskt kunna ändra organisationens högsta governancepolicy.,2,"Vision, produktomfattning och utvecklingsväg",2.20 Framtida företag,FÅR INTE,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-059,Produktens gräns mot andra Omnira-domäner,Mobile Intelligence SKA integreras med andra Omnira-domäner genom uttryckliga kontrakt.,2,"Vision, produktomfattning och utvecklingsväg",2.21 Produktens gräns mot andra Omnira-domäner,SKA,device,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-060,Produktens gräns mot andra Omnira-domäner,Ett projekt FÅR INTE kringgå Mobile Intelligence-governance genom att placera mobilhandlingar i sin egen affärslogik.,2,"Vision, produktomfattning och utvecklingsväg",2.21 Produktens gräns mot andra Omnira-domäner,FÅR INTE,device,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-061,Mätning av framsteg,"Produktframsteg SKA mätas genom nytta, tillförlitlighet, säkerhet och användarkontroll.",2,"Vision, produktomfattning och utvecklingsväg",2.22 Mätning av framsteg,SKA,security,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-062,Mätning av framsteg,"Ökad autonomi FÅR INTE betraktas som framgång om den samtidigt ökar fel, kostnadsosäkerhet eller användarens kontrollbörda.",2,"Vision, produktomfattning och utvecklingsväg",2.22 Mätning av framsteg,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-063,Icke-mål för första versionen,Första versionen FÅR INTE försöka maximera mobilåtkomst på bekostnad av tydliga systemgränser.,2,"Vision, produktomfattning och utvecklingsväg",2.23 Icke-mål för första versionen,FÅR INTE,device,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-064,Failure modes i produktutvecklingen,"Produktutvecklingen SKA övervakas för scope-, authority- och integritetsglidning.",2,"Vision, produktomfattning och utvecklingsväg",2.24 Failure modes i produktutvecklingen,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-065,Failure modes i produktutvecklingen,"Nya funktioner SKA bedömas utifrån faktisk förändring av risk och dataåtkomst, inte endast utifrån hur liten kodändringen är.",2,"Vision, produktomfattning och utvecklingsväg",2.24 Failure modes i produktutvecklingen,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-066,Från vision till implementation,Visionen SKA omsättas genom separata implementationinitiativ och FÅR INTE ensam fungera som kodmandat.,2,"Vision, produktomfattning och utvecklingsväg",2.25 Från vision till implementation,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-02-067,Från vision till implementation,Varje implementerad capability SKA kunna spåras till relevant canonical kontrakt.,2,"Vision, produktomfattning och utvecklingsväg",2.25 Från vision till implementation,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-001,Aktörsbegreppet,"Varje aktör som kan läsa, besluta, exekvera eller förändra state SKA ha en identifierbar systemidentitet.",3,"Systemaktörer, roller och tillitsrelationer",3.2 Aktörsbegreppet,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-002,Aktörsbegreppet,"Anonym eller oidentifierad exekvering FÅR INTE användas för handlingar som påverkar data, kommunikation, device state, authority eller kostnad.",3,"Systemaktörer, roller och tillitsrelationer",3.2 Aktörsbegreppet,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-003,Aktörsbegreppet,En aktörs identitet SKA kunna kopplas till relevant audit utan att onödiga privata uppgifter exponeras.,3,"Systemaktörer, roller och tillitsrelationer",3.2 Aktörsbegreppet,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-004,Mänsklig användare,Den mänskliga kontoägaren SKA vara den yttersta authorityn för personlig governance.,3,"Systemaktörer, roller och tillitsrelationer",3.3 Mänsklig användare,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-005,Mänsklig användare,Kontoägarskap FÅR INTE automatiskt användas som teknisk genväg för att kringgå säkerhetskontroller.,3,"Systemaktörer, roller och tillitsrelationer",3.3 Mänsklig användare,FÅR INTE,security,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-006,Mänsklig användare,"Även kontoägarens högriskoverride SKA kunna kräva extra bekräftelse, stark autentisering och full audit.",3,"Systemaktörer, roller och tillitsrelationer",3.3 Mänsklig användare,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-007,Kontoägare,Kontoägare SKA vara en separat identifierbar roll och FÅR INTE representeras enbart genom en generell adminflagga.,3,"Systemaktörer, roller och tillitsrelationer",3.4 Kontoägare,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-008,Kontoägare,I organisationsläge KAN kontoägarskap och daglig administration tillhöra olika personer.,3,"Systemaktörer, roller och tillitsrelationer",3.4 Kontoägare,KAN,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-009,Atlas,Atlas SKA ha en tydlig intern systemidentitet.,3,"Systemaktörer, roller och tillitsrelationer",3.5 Atlas,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-010,Atlas,Atlas SKA kunna agera för olika användare och projekt utan att deras state blandas.,3,"Systemaktörer, roller och tillitsrelationer",3.5 Atlas,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-011,Atlas,Atlas FÅR INTE äga eller skapa egna permanenta credentials utanför godkänd credential governance.,3,"Systemaktörer, roller och tillitsrelationer",3.5 Atlas,FÅR INTE,security,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-012,Atlas,Atlas FÅR INTE höja sin egen authority eller utöka sitt scope.,3,"Systemaktörer, roller och tillitsrelationer",3.5 Atlas,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-013,Atlas som intern ledare,"Atlas operativa ledarskap SKA vara brett inom fastställd roadmap, budget, authority och scope.",3,"Systemaktörer, roller och tillitsrelationer",3.6 Atlas som intern ledare,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-014,Atlas som intern ledare,"Atlas strategiska beslut SKA eskaleras när de förändrar grundläggande risk, ekonomi, ägarskap eller irreversibel riktning.",3,"Systemaktörer, roller och tillitsrelationer",3.6 Atlas som intern ledare,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-015,Projekt,Varje projekt SKA ha en entydig project identity.,3,"Systemaktörer, roller och tillitsrelationer",3.7 Projekt,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-016,Projekt,Projektdata SKA kopplas till sitt projekt genom canonical state och FÅR INTE enbart avgöras av aktuell UI-vy.,3,"Systemaktörer, roller och tillitsrelationer",3.7 Projekt,FÅR INTE,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-017,Projekt,Projektidentitet SKA kunna skiljas från kontoägarens privata identitet.,3,"Systemaktörer, roller och tillitsrelationer",3.7 Projekt,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-018,Projektägare,"Projektägarskap SKA ge authority inom projektets governancegräns, inte global Omnira-root.",3,"Systemaktörer, roller och tillitsrelationer",3.8 Projektägare,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-019,Projektagent,En projektagent SKA vara bunden till ett eller flera explicit godkända project scopes.,3,"Systemaktörer, roller och tillitsrelationer",3.9 Projektagent,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-020,Projektagent,En projektagent FÅR INTE ärva Atlas globala överblick eller authority.,3,"Systemaktörer, roller och tillitsrelationer",3.9 Projektagent,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-021,Projektagent,Projektagentens externa identitet SKA kunna skiljas från dess interna systemidentitet.,3,"Systemaktörer, roller och tillitsrelationer",3.9 Projektagent,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-022,Specialiserad agent,En specialiserad agent SKA få minsta nödvändiga capability och data för uppgiften.,3,"Systemaktörer, roller och tillitsrelationer",3.10 Specialiserad agent,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-023,Specialiserad agent,Agenten FÅR INTE använda resurser utanför sitt delegationsmandat.,3,"Systemaktörer, roller och tillitsrelationer",3.10 Specialiserad agent,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-03-024,Specialiserad agent,En agent som behöver bredare åtkomst SKA återvända till Atlas eller behörig approvalinstans.,3,"Systemaktörer, roller och tillitsrelationer",3.10 Specialiserad agent,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
